"","genus","virus","accession","metadata_host","host_category","prediction","bird","camelid","carnivore","human","rodent","swine","yangochiroptera","yinpterochiroptera"
"321","Alphacoronavirus","Human coronavirus NL63","MK334047.1","Homo sapiens","human","yangochiroptera",0.06062,0.09705,0.03813,0.12317,0.04078,0.07022,0.30315,0.26688
"322","Alphacoronavirus","Human coronavirus NL63","KM055640.1","Homo sapiens","human","yinpterochiroptera",0.06505,0.18267,0.03382,0.16883,0.04857,0.03535,0.21717,0.24855
"323","Alphacoronavirus","Human coronavirus NL63","KM055643.1","Homo sapiens","human","yangochiroptera",0.06412,0.16075,0.03927,0.1825,0.05015,0.06177,0.23383,0.20762
"324","Alphacoronavirus","Human coronavirus NL63","KM055648.1","Homo sapiens","human","yinpterochiroptera",0.0607,0.15327,0.0319,0.16982,0.05268,0.0575,0.23438,0.23975
"325","Alphacoronavirus","Human coronavirus NL63","KF530113.1","Homo sapiens","human","yangochiroptera",0.0526,0.16387,0.03542,0.19752,0.05468,0.02823,0.23508,0.2326
"326","Alphacoronavirus","Human coronavirus NL63","JQ765566.1","Homo sapiens","human","yinpterochiroptera",0.0655,0.19317,0.0352,0.16742,0.05307,0.03462,0.214,0.23703
"327","Alphacoronavirus","Human coronavirus NL63","MK334046.1","Homo sapiens","human","yangochiroptera",0.0651,0.08835,0.03188,0.12092,0.04687,0.07032,0.3123,0.26427
"328","Alphacoronavirus","Human coronavirus NL63","JQ771057.1","Homo sapiens","human","yangochiroptera",0.06227,0.16427,0.0306,0.16732,0.05252,0.05465,0.23645,0.23193
"329","Alphacoronavirus","Human coronavirus NL63","KM055634.1","Homo sapiens","human","yangochiroptera",0.06578,0.15527,0.03228,0.17342,0.05265,0.0595,0.24218,0.21892
"330","Alphacoronavirus","Human coronavirus NL63","KM055649.1","Homo sapiens","human","yangochiroptera",0.06243,0.15587,0.03148,0.17222,0.0504,0.06098,0.24045,0.22617
"331","Alphacoronavirus","Human coronavirus NL63","JX104161.1","Homo sapiens","human","yangochiroptera",0.06108,0.15127,0.03372,0.18092,0.0519,0.05923,0.24227,0.21962
"332","Betacoronavirus","Human coronavirus OC43","KF923900.1","Homo sapiens","human","carnivore",0.148,0.25698,0.29198,0.00628,0.10412,0.07647,0.05087,0.0653
"333","Betacoronavirus","Human coronavirus OC43","KX344031.1","Homo sapiens","human","carnivore",0.11305,0.2724,0.3104,0.00253,0.12092,0.0744,0.04913,0.05717
"334","Betacoronavirus","Human coronavirus OC43","KF923892.1","Homo sapiens","human","carnivore",0.12812,0.24347,0.31635,0.00528,0.11992,0.07632,0.05172,0.05883
"335","Betacoronavirus","Human coronavirus OC43","KF923886.1","Homo sapiens","human","camelid",0.13082,0.31158,0.29922,0.00593,0.08165,0.05383,0.05205,0.06492
"336","Betacoronavirus","Human coronavirus OC43","MN026164.1","Homo sapiens","human","camelid",0.14053,0.30143,0.28638,0.00378,0.09662,0.0735,0.04727,0.05048
"337","Betacoronavirus","Human coronavirus OC43","KY369905.1","Homo sapiens","human","carnivore",0.13877,0.2597,0.29953,0.00645,0.10642,0.0817,0.05112,0.05632
"338","Betacoronavirus","Human coronavirus OC43","KF530070.1","Homo sapiens","human","carnivore",0.12462,0.29755,0.30575,0.00623,0.0908,0.0709,0.04642,0.05773
"339","Betacoronavirus","Human coronavirus OC43","KF572841.1","Homo sapiens","human","camelid",0.1396,0.2723,0.26937,0.00653,0.1238,0.07568,0.05027,0.06245
"340","Betacoronavirus","Human coronavirus OC43","KF530073.1","Homo sapiens","human","camelid",0.10793,0.32483,0.2802,0.00705,0.11468,0.05973,0.0457,0.05987
"341","Betacoronavirus","Human coronavirus OC43","KF530085.1","Homo sapiens","human","camelid",0.10658,0.31687,0.29993,0.00593,0.11868,0.05915,0.04197,0.05088
"342","Betacoronavirus","Human coronavirus OC43","KF572814.1","Homo sapiens","human","carnivore",0.13742,0.25302,0.33462,0.01048,0.09263,0.05318,0.05932,0.05933
"343","Betacoronavirus","Human coronavirus OC43","KF530071.1","Homo sapiens","human","camelid",0.12152,0.29593,0.29082,0.00793,0.11107,0.06268,0.05392,0.05613
"344","Betacoronavirus","Human coronavirus OC43","KU745542.1","Homo sapiens","human","camelid",0.11365,0.4023,0.25347,0.00668,0.08142,0.056,0.04085,0.04563
"345","Betacoronavirus","Human coronavirus OC43","KF963234.1","Homo sapiens","human","camelid",0.11915,0.31865,0.29375,0.00738,0.08382,0.07497,0.04297,0.05932
"346","Betacoronavirus","Human coronavirus OC43","KF923922.1","Homo sapiens","human","carnivore",0.13602,0.25307,0.31567,0.00253,0.12735,0.06925,0.047,0.04912
"347","Betacoronavirus","Human coronavirus OC43","KF572850.1","Homo sapiens","human","carnivore",0.12762,0.24197,0.31952,0.00528,0.12102,0.07382,0.05295,0.05783
"348","Betacoronavirus","Human coronavirus OC43","KY014281.1","Homo sapiens","human","camelid",0.115,0.36395,0.2627,0.00718,0.11397,0.04298,0.03935,0.05487
"349","Betacoronavirus","Human coronavirus OC43","KF572868.1","Homo sapiens","human","carnivore",0.12713,0.2235,0.34012,0.00353,0.12528,0.0729,0.05188,0.05565
"350","Betacoronavirus","Human coronavirus OC43","KU745545.1","Homo sapiens","human","carnivore",0.1365,0.2515,0.31708,0.00678,0.10172,0.07867,0.05433,0.05342
"351","Betacoronavirus","Human coronavirus OC43","KX538970.1","Homo sapiens","human","carnivore",0.14333,0.25125,0.32453,0.00638,0.10062,0.07868,0.04598,0.04922
"352","Alphacoronavirus","Alphacoronavirus UKRn3","MK163627.1","Rattus norvegicus","rodent","rodent",0.0921,0.02131,0.03419,0.01733,0.46496,0.09785,0.16587,0.10638
"353","Betacoronavirus","Betacoronavirus HKU24","NC_026011.1","Rattus norvegicus","rodent","rodent",0.04325,0.01837,0.18555,0.00703,0.54515,0.05195,0.10223,0.04647
"354","Betacoronavirus","Betacoronavirus HKU24","KM349744.1","Rattus norvegicus","rodent","rodent",0.04325,0.01837,0.18555,0.00703,0.54515,0.05195,0.10223,0.04647
"355","Betacoronavirus","Betacoronavirus HKU24","KM349743.1","Rattus norvegicus","rodent","rodent",0.0442,0.01962,0.1868,0.00703,0.536,0.05245,0.10303,0.05087
"356","Betacoronavirus","Betacoronavirus HKU24","KM349742.1","Rattus norvegicus","rodent","rodent",0.04325,0.01837,0.18555,0.00703,0.54515,0.05195,0.10223,0.04647
"357","Alphacoronavirus","Coronavirus AcCoV-JC34","NC_034972.1","Apodemus chevrieri","rodent","rodent",0.09113,0.0125,0.10508,0.00717,0.26155,0.16658,0.19528,0.1607
"358","Alphacoronavirus","Coronavirus AcCoV-JC34","KX964649.1","Apodemus chevrieri","rodent","rodent",0.09113,0.0125,0.10508,0.00717,0.26155,0.16658,0.19528,0.1607
"359","Betacoronavirus","Longquan Aa mouse coronavirus","KF294357.1","Apodemus agrarius","rodent","rodent",0.04118,0.01907,0.12547,0.01185,0.52981,0.04585,0.10409,0.12268
"360","Betacoronavirus","Longquan Rl rat coronavirus","KF294372.1","Niviventer confucianus","rodent","rodent",0.02743,0.03695,0.04327,0.06223,0.55482,0.03447,0.12415,0.11668
"361","Betacoronavirus","Longquan Rl rat coronavirus","KF294371.1","Rattus losea","rodent","rodent",0.02892,0.05295,0.02998,0.05648,0.65,0.03787,0.05327,0.09053
"362","Betacoronavirus","Longquan Rl rat coronavirus","KF294370.1","Rattus tanezumi","rodent","rodent",0.02923,0.04777,0.02738,0.03878,0.6772,0.03442,0.05065,0.09457
"363","Alphacoronavirus","Lucheng Rn rat coronavirus","NC_032730.1","Rattus norvegicus","rodent","rodent",0.05328,0.00903,0.03522,0.00753,0.65862,0.05615,0.11688,0.06328
"364","Alphacoronavirus","Lucheng Rn rat coronavirus","KF294380.2","Rattus norvegicus","rodent","rodent",0.05328,0.00903,0.03522,0.00753,0.65862,0.05615,0.11688,0.06328
"365","Betacoronavirus","Murine coronavirus","KF268339.1","Mus musculus","rodent","rodent",0.00082,0.00049,0.00046,0.00035,0.98836,0.00061,0.0024,0.00651
"366","Betacoronavirus","Murine coronavirus","KF268338.1","Mus musculus","rodent","rodent",0.00082,0.00049,0.00046,0.00035,0.99236,0.00061,0.0014,0.00351
"367","Betacoronavirus","Murine coronavirus","KF268337.1","Mus musculus","rodent","rodent",0.00082,0.00049,0.00046,0.00035,0.99236,0.00061,0.0014,0.00351
"368","Betacoronavirus","Murine coronavirus","KF268336.1","Mus musculus","rodent","rodent",0.0011,0.00049,0.00013,0.00035,0.99061,0.00061,0.00248,0.00422
"369","Betacoronavirus","Murine coronavirus inf-MHV-A59","FJ647225.1","Mus musculus","rodent","rodent",0.001,0.001,4e-04,0.00125,0.98977,0,0.00197,0.00462
"370","Betacoronavirus","Murine coronavirus MHV-1","FJ647223.1","Mus musculus","rodent","rodent",0.0245,0.01587,0.02597,0.00318,0.81103,0.04317,0.0397,0.03658
"371","Betacoronavirus","Murine coronavirus MHV-3","FJ647224.1","Mus musculus","rodent","rodent",0.0194,0.01677,0.02076,0.00838,0.84005,0.01059,0.03564,0.04841
"372","Betacoronavirus","Murine coronavirus MHV-JHM.IA","FJ647226.1","Mus musculus","rodent","rodent",0.00406,0.00444,0.00473,0.002,0.95639,0.0044,0.01017,0.01382
"373","Betacoronavirus","Murine coronavirus RA59/R13","FJ647218.1","Mus musculus","rodent","rodent",0.00022,0.00044,5e-04,0,0.99793,0,0,0.00091
"374","Betacoronavirus","Murine coronavirus RA59/SJHM","FJ647220.1","Mus musculus","rodent","rodent",0.00178,0.0019,0.01035,0,0.96542,0.00075,0.00535,0.01445
"375","Betacoronavirus","Murine coronavirus repA59/RJHM","FJ647221.1","Mus musculus","rodent","rodent",0.00438,0.00577,0.00689,0.00235,0.9264,0.00349,0.02066,0.03007
"376","Betacoronavirus","Murine coronavirus repJHM/RA59","FJ647227.1","Mus musculus","rodent","rodent",0,0,0,0,1,0,0,0
"377","Betacoronavirus","Murine coronavirus RJHM/A","FJ647219.1","Mus musculus","rodent","rodent",0.00417,0.00505,0.00872,0.00232,0.92839,0.00349,0.02163,0.02623
"378","Betacoronavirus","Murine coronavirus SA59/RJHM","FJ647222.1","Mus musculus","rodent","rodent",0,0.001,4e-04,0,0.99533,0.0012,2e-04,0.00187
"379","Betacoronavirus","Murine hepatitis virus","MF618253.1","mouse","rodent","rodent",0.01158,0.00073,0.02855,0.0046,0.8078,0.01822,0.03723,0.09128
"380","Betacoronavirus","Murine hepatitis virus","MF618252.1","mouse","rodent","rodent",0,0,0.005,0.004,0.96853,0.0077,0.00625,0.00852
"381","Betacoronavirus","Murine hepatitis virus","GU593319.1","mouse","rodent","rodent",0.01417,0.01487,0.05508,0.00445,0.82573,0.01717,0.02555,0.04298
"382","Betacoronavirus","Murine hepatitis virus","AB551247.1","Mus musculus","rodent","rodent",0.02243,0.0121,0.04092,0.00587,0.7392,0.01368,0.0549,0.1109
"383","Betacoronavirus","Murine hepatitis virus strain A59","FJ884687.1","mouse","rodent","rodent",0,0,0,0.002,0.991,0.003,0.001,0.003
"384","Betacoronavirus","Murine hepatitis virus strain A59","FJ884686.1","mouse","rodent","rodent",0,0,0,0.002,0.991,0.003,0.001,0.003
"385","Betacoronavirus","Rat coronavirus","JF792617.1","rat","rodent","rodent",0.00932,0.004,0.01693,0,0.92272,0.00477,0.02033,0.02193
"386","Betacoronavirus","Rat coronavirus","JF792616.1","rat","rodent","rodent",0.0211,0.00673,0.02958,0.0042,0.8659,0.01285,0.02093,0.0387
"387","Betacoronavirus","Rat coronavirus Parker","NC_012936.1","rat","rodent","rodent",0.00882,0.00078,0.01268,0.001,0.92493,0.00523,0.0191,0.02745
"388","Betacoronavirus","Rat coronavirus Parker","FJ938068.1","rat","rodent","rodent",0.00882,0.00078,0.01268,0.001,0.92493,0.00523,0.0191,0.02745
"389","unclassified","Rodent coronavirus","NC_046954.1","Myodes rufocanus","rodent","yinpterochiroptera",0.10182,0.07899,0.14714,0.05269,0.14291,0.14959,0.15679,0.17008
"390","unclassified","Rodent coronavirus","KY370054.1","Chinchilla lanigera","rodent","rodent",0.1117,0.03616,0.04306,0.01589,0.32745,0.15799,0.19465,0.1131
"391","unclassified","Rodent coronavirus","KY370052.1","Meriones meridianus","rodent","carnivore",0.12389,0.13973,0.22687,0.10717,0.03213,0.17394,0.09027,0.106
"392","unclassified","Rodent coronavirus","KY370051.1","Bandicota indica","rodent","rodent",0.06829,0.0818,0.04169,0.06324,0.38478,0.11857,0.10924,0.13239
"393","unclassified","Rodent coronavirus","KY370050.1","Rattus losea","rodent","rodent",0.06025,0.02747,0.0507,0.0057,0.5264,0.06319,0.16569,0.10059
"394","unclassified","Rodent coronavirus","KY370049.1","Niviventer niviventer","rodent","rodent",0.06529,0.11742,0.01564,0.17293,0.23047,0.04339,0.15708,0.19778
"395","unclassified","Rodent coronavirus","KY370048.1","Mus musculus","rodent","rodent",0.05257,0.12367,0.04184,0.21348,0.26749,0.08095,0.10801,0.11199
"396","unclassified","Rodent coronavirus","KY370047.1","Apodemus peninsulae","rodent","rodent",0.05124,0.02198,0.11926,0.0067,0.58618,0.04044,0.10257,0.07165
"397","unclassified","Rodent coronavirus","KY370046.1","Myodes rufocanus","rodent","yinpterochiroptera",0.10182,0.07899,0.14714,0.05269,0.14291,0.14959,0.15679,0.17008
"398","unclassified","Rodent coronavirus","KY370045.1","Myodes rufocanus","rodent","rodent",0.05942,0.03694,0.05189,0.02343,0.419,0.0663,0.21284,0.13018
"399","unclassified","Rodent coronavirus","KY370044.1","Allactaga sibirica","rodent","carnivore",0.08825,0.02611,0.38863,0.01189,0.15223,0.09343,0.10247,0.13698
"400","unclassified","Rodent coronavirus","KY370043.1","Rattus norvegicus","rodent","rodent",0.0392,0.11216,0.04628,0.22517,0.30146,0.04743,0.08069,0.14761
"401","Deltacoronavirus","Coronavirus HKU15","LC216915.1","Sus scrofa domesticus","swine","swine",0.1764,0,0.0099,0.00133,0.00407,0.76313,0.02362,0.02155
"402","Deltacoronavirus","Coronavirus HKU15","LC216914.1","Sus scrofa domesticus","swine","swine",0.05698,0,0.00407,0,0.001,0.92362,0.00648,0.00785
"403","Deltacoronavirus","Deltacoronavirus PDCoV/USA/Illinois121/2014","KJ481931.1","swine","swine","swine",0.00198,0,0.00014,0,0.00171,0.99163,0.00174,0.0028
"404","Deltacoronavirus","Deltacoronavirus PDCoV/USA/Illinois133/2014","KJ601777.1","swine","swine","swine",0,0,0,0,0,1,0,0
"405","Deltacoronavirus","Deltacoronavirus PDCoV/USA/Illinois134/2014","KJ601778.1","swine","swine","swine",0.00075,0,0,0,0,0.99825,0,0.001
"406","Deltacoronavirus","Deltacoronavirus PDCoV/USA/Illinois136/2014","KJ601779.1","swine","swine","swine",0.0028,0.001,0,4e-04,0.00275,0.99105,0,0.002
"407","Deltacoronavirus","Deltacoronavirus PDCoV/USA/Ohio137/2014","KJ601780.1","swine","swine","swine",0.00857,0,0,0,0.001,0.98218,0.00275,0.0055
"408","Deltacoronavirus","Porcine coronavirus HKU15","NC_039208.1","pig","swine","swine",0.13728,0.00326,0.01259,0.00239,0.01321,0.76899,0.03467,0.02761
"409","Deltacoronavirus","Porcine coronavirus HKU15","JQ065043.2","pig","swine","swine",0.13728,0.00326,0.01259,0.00239,0.01321,0.76899,0.03467,0.02761
"410","Deltacoronavirus","Porcine coronavirus HKU15","JQ065042.2","pig","swine","swine",0.04529,0.00079,0.00674,0.00055,0.00238,0.92246,0.01139,0.01041
"411","Deltacoronavirus","Porcine coronavirus HKU15","KT381613.1","pig","swine","swine",0.00645,0,0.00097,0,0.00073,0.98773,0.00144,0.00269
"412","Deltacoronavirus","Porcine coronavirus HKU15","KM012168.1","pig","swine","swine",0.01837,0.00013,0.00212,8e-05,0.0084,0.95442,0.01198,0.00451
"413","Deltacoronavirus","Porcine coronavirus HKU15","KJ462462.1","pig","swine","swine",0.00674,0,2e-04,0,0,0.99246,4e-04,2e-04
"414","Deltacoronavirus","Porcine coronavirus HKU15","KJ620016.1","pig","swine","swine",0.0124,0,0,0,0,0.98585,0,0.00175
"415","Deltacoronavirus","Porcine coronavirus HKU15","KJ584359.1","pig","swine","swine",0.01056,0,8e-05,0,0.00144,0.98151,0.0044,0.00201
"416","Deltacoronavirus","Porcine coronavirus HKU15","KJ584358.1","pig","swine","swine",0.00931,0,0,0,0,0.98998,0.00071,0
"417","Deltacoronavirus","Porcine coronavirus HKU15","KJ584357.1","pig","swine","swine",0.01149,0,0.00054,0,0,0.98616,0.00061,0.0012
"418","Deltacoronavirus","Porcine coronavirus HKU15","KJ584356.1","pig","swine","swine",0.00668,0.00025,0.00279,0.00035,0.00205,0.96964,0.0083,0.00995
"419","Deltacoronavirus","Porcine coronavirus HKU15","KJ584355.1","pig","swine","swine",0.00045,0,0,0,0,0.99955,0,0
"420","Deltacoronavirus","Porcine coronavirus HKU15","KJ569769.1","pig","swine","swine",0.03388,0.00017,0.0042,0.00033,0.00478,0.933,0.01145,0.01219
"421","Deltacoronavirus","Porcine deltacoronavirus 8734/USA-IA/2014","KJ567050.1","pig","swine","swine",0.00425,0,0,0,0,0.99575,0,0
"422","Deltacoronavirus","Porcine deltacoronavirus KNU14-04","KM820765.1","pig","swine","swine",0,0,0,0,0,1,0,0
"423","Deltacoronavirus","Porcine deltacoronavirus Sichuan","MH051845.1","pig","swine","swine",0.06956,0.00196,0.01531,0,0.00938,0.87341,0.01195,0.01843
"424","Alphacoronavirus","Porcine epidemic diarrhea virus","KP870123.1","porcine","swine","yangochiroptera",0.06826,0.01471,0.0247,0.0096,0.09014,0.20771,0.40821,0.17667
"425","Alphacoronavirus","Porcine epidemic diarrhea virus","MN114121.1","swine","swine","yangochiroptera",0.0719,0.01735,0.02941,0.01974,0.06679,0.19736,0.40875,0.18868
"426","Alphacoronavirus","Porcine epidemic diarrhea virus","MK532991.1","pig","swine","yangochiroptera",0.06539,0.02134,0.02854,0.01891,0.05063,0.17811,0.45369,0.18339
"427","Alphacoronavirus","Porcine epidemic diarrhea virus","KX793713.1","porcine","swine","yangochiroptera",0.06315,0.02262,0.02783,0.01489,0.07598,0.19532,0.39822,0.20199
"428","Alphacoronavirus","Porcine epidemic diarrhea virus","MK539948.2","pig","swine","yangochiroptera",0.0719,0.01735,0.02941,0.01974,0.06679,0.19736,0.40875,0.18868
"429","Alphacoronavirus","Porcine epidemic diarrhea virus","KM609206.1","pig","swine","yangochiroptera",0.07911,0.01858,0.02647,0.01917,0.07684,0.21281,0.38246,0.18456
"430","Alphacoronavirus","Porcine epidemic diarrhea virus","KJ645640.1","porcine","swine","yangochiroptera",0.06712,0.02092,0.03202,0.01759,0.08405,0.19792,0.38306,0.19732
"431","Alphacoronavirus","Porcine epidemic diarrhea virus","MK673520.1","Sus scrofa domesticus","swine","yangochiroptera",0.08404,0.01836,0.0333,0.01453,0.08262,0.22592,0.34798,0.19325
"432","Alphacoronavirus","Porcine epidemic diarrhea virus","KY075785.1","pig","swine","yangochiroptera",0.06144,0.01388,0.03808,0.01024,0.07737,0.20382,0.39174,0.20343
"433","Alphacoronavirus","Porcine epidemic diarrhea virus","KY499261.1","porcine","swine","yangochiroptera",0.07114,0.01532,0.06468,0.01624,0.09077,0.203,0.35197,0.18687
"434","Alphacoronavirus","Porcine epidemic diarrhea virus","KF177257.1","swine","swine","yangochiroptera",0.07196,0.01556,0.03151,0.01037,0.05906,0.19719,0.42515,0.1892
"435","Alphacoronavirus","Porcine epidemic diarrhea virus","KJ857464.1","swine","swine","yangochiroptera",0.04782,0.01521,0.02659,0.0117,0.08327,0.17066,0.44236,0.20238
"436","Alphacoronavirus","Porcine epidemic diarrhea virus","MH816969.1","pig","swine","yangochiroptera",0.07351,0.01918,0.03349,0.01706,0.07209,0.19205,0.40953,0.18309
"437","Alphacoronavirus","Porcine epidemic diarrhea virus","KJ584361.1","pig","swine","yangochiroptera",0.06889,0.01553,0.03333,0.01635,0.08238,0.21995,0.36156,0.202
"438","Alphacoronavirus","Porcine epidemic diarrhea virus","KP276244.1","Sus scrofa domesticus","swine","yangochiroptera",0.07046,0.02405,0.03008,0.01819,0.081,0.22641,0.34971,0.20009
"439","Alphacoronavirus","Porcine epidemic diarrhea virus","KY607767.1","pig","swine","yangochiroptera",0.06708,0.01961,0.02876,0.01528,0.08629,0.20242,0.39159,0.18897
"440","Alphacoronavirus","Porcine epidemic diarrhea virus","MH061340.1","porcine","swine","yangochiroptera",0.07154,0.02401,0.02594,0.01945,0.07647,0.20232,0.40606,0.17423
"441","Alphacoronavirus","Porcine epidemic diarrhea virus","KU982976.1","pig","swine","yangochiroptera",0.07084,0.0168,0.02801,0.01775,0.07881,0.20805,0.38444,0.1953
"442","Alphacoronavirus","Porcine epidemic diarrhea virus","MN368677.1","Sus scrofa","swine","yangochiroptera",0.06575,0.0261,0.02636,0.01724,0.07572,0.19785,0.40499,0.18597
"443","Alphacoronavirus","Porcine epidemic diarrhea virus","KM108351.1","porcine","swine","yangochiroptera",0.06278,0.01433,0.03286,0.016,0.06659,0.22063,0.38223,0.20459
"444","Betacoronavirus","Porcine hemagglutinating encephalomyelitis virus","MF083115.1","Sus scrofa","swine","rodent",0.07908,0.17432,0.14782,0.11625,0.23872,0.0214,0.1396,0.08282
"445","Betacoronavirus","Porcine hemagglutinating encephalomyelitis virus","KY994645.1","piglet","swine","rodent",0.09367,0.1635,0.16698,0.0969,0.24282,0.02097,0.14287,0.0723
"446","Betacoronavirus","Porcine hemagglutinating encephalomyelitis virus","KY492680.1","pig","swine","rodent",0.09315,0.1743,0.15647,0.15098,0.19257,0.01562,0.14578,0.07113
"447","Betacoronavirus","Porcine hemagglutinating encephalomyelitis virus","KY419113.1","Sus scrofa scrofa","swine","rodent",0.09225,0.17383,0.17765,0.10407,0.21792,0.01767,0.13157,0.08505
"448","Betacoronavirus","Porcine hemagglutinating encephalomyelitis virus","KY419112.1","Sus scrofa scrofa","swine","camelid",0.1108,0.22437,0.133,0.071,0.22278,0.02928,0.13812,0.07065
"449","Betacoronavirus","Porcine hemagglutinating encephalomyelitis virus","KY419111.1","Sus scrofa scrofa","swine","rodent",0.09225,0.17383,0.17765,0.10407,0.21792,0.01767,0.13157,0.08505
"450","Betacoronavirus","Porcine hemagglutinating encephalomyelitis virus","KY419110.1","Sus scrofa scrofa","swine","camelid",0.11195,0.22827,0.13803,0.0702,0.22023,0.02403,0.13595,0.07133
"451","Betacoronavirus","Porcine hemagglutinating encephalomyelitis virus","KY419109.1","Sus scrofa scrofa","swine","rodent",0.09225,0.17383,0.17765,0.10407,0.21792,0.01767,0.13157,0.08505
"452","Betacoronavirus","Porcine hemagglutinating encephalomyelitis virus","KY419107.1","Sus scrofa scrofa","swine","rodent",0.09225,0.17383,0.17765,0.10407,0.21792,0.01767,0.13157,0.08505
"453","Betacoronavirus","Porcine hemagglutinating encephalomyelitis virus","KY419106.1","Sus scrofa scrofa","swine","rodent",0.09165,0.18758,0.17207,0.10193,0.21488,0.01667,0.13203,0.08318
"454","Betacoronavirus","Porcine hemagglutinating encephalomyelitis virus","KY419105.1","Sus scrofa scrofa","swine","rodent",0.12257,0.21987,0.12085,0.06487,0.22013,0.03947,0.14127,0.07098
"455","Betacoronavirus","Porcine hemagglutinating encephalomyelitis virus","KY419104.1","Sus scrofa scrofa","swine","camelid",0.1108,0.22437,0.133,0.071,0.22278,0.02928,0.13812,0.07065
"456","Betacoronavirus","Porcine hemagglutinating encephalomyelitis virus","KY419103.1","Sus scrofa scrofa","swine","rodent",0.10637,0.16532,0.1656,0.11057,0.21068,0.02313,0.1453,0.07303
"457","Betacoronavirus","Porcine hemagglutinating encephalomyelitis virus","KU127229.1","Sus scrofa","swine","camelid",0.11508,0.21212,0.10972,0.09452,0.19917,0.02007,0.14452,0.10482
"458","Alphacoronavirus","Porcine respiratory coronavirus","KR270796.1","pig","swine","swine",0.08237,0.02687,0.31902,0.02928,0.02503,0.3588,0.06504,0.09359
"459","Alphacoronavirus","PRCV ISU-1","DQ811787.1","pig","swine","carnivore",0.04053,0.00376,0.57305,0.00598,0.01156,0.31874,0.01163,0.03474
"460","Alphacoronavirus","Rhinolophus bat coronavirus HKU2","MF370205.1","swine","swine","yinpterochiroptera",0.03685,0.0125,0.04462,0.02625,0.06727,0.06807,0.23338,0.51107
"461","Deltacoronavirus","Swine deltacoronavirus OhioCVM1/2014","KJ769231.1","swine","swine","swine",0.05592,0.001,0.00027,0,0.00225,0.93704,0.00266,0.00086
"462","Alphacoronavirus","Swine enteric coronavirus","NC_028806.1","pig","swine","swine",0.07834,0.00388,0.01439,0.00711,0.03748,0.6254,0.12323,0.11017
"463","Alphacoronavirus","Swine enteric coronavirus","KX689261.1","pig","swine","swine",0.03162,0.00622,0.01505,0.00979,0.02615,0.69258,0.11921,0.09937
"464","Alphacoronavirus","Swine enteric coronavirus","KR061459.1","pig","swine","swine",0.07834,0.00388,0.01439,0.00711,0.03748,0.6254,0.12323,0.11017
"465","Alphacoronavirus","TGEV Miller M6","DQ811785.1","pig","swine","swine",0.00228,0.00025,0.02502,0,5e-04,0.96573,0.00295,0.00327
"466","Alphacoronavirus","TGEV Miller M60","DQ811786.2","porcine","swine","swine",0.01907,0.00308,0.18302,0.00385,0.0116,0.74429,0.01253,0.02255
"467","Alphacoronavirus","TGEV Purdue P115","DQ811788.1","pig","swine","swine",0.00233,5e-04,0.02772,5e-04,0.00133,0.96228,0.00283,0.0025
"468","Alphacoronavirus","TGEV virulent Purdue","DQ811789.2","porcine","swine","swine",0.00602,0.0015,0.13898,0,0.00687,0.83665,0.00405,0.00593
"469","Alphacoronavirus","Transmissible gastroenteritis virus","MH167923.1","pig","swine","swine",0.0171,0.00265,0.19595,0.00445,0.01537,0.72357,0.01892,0.022
"470","Alphacoronavirus","Transmissible gastroenteritis virus","KX499468.1","porcine","swine","swine",0.01318,0.002,0.17417,0.00508,0.01468,0.73957,0.02313,0.02818
"471","Alphacoronavirus","Transmissible gastroenteritis virus","KX083668.1","swine","swine","swine",0.022,0.00365,0.20415,0.00295,0.01795,0.7141,0.01537,0.01983
"472","Alphacoronavirus","Transmissible gastroenteritis virus","DQ201447.1","pig","swine","swine",0.00583,0.0014,0.11937,0.00187,0.01148,0.8273,0.01122,0.02153
"473","Alphacoronavirus","Transmissible gastroenteritis virus","HQ462571.1","Sus scrofa","swine","swine",0.012,0.00265,0.18372,0.00275,0.01512,0.74988,0.01417,0.01972
"474","Alphacoronavirus","Transmissible gastroenteritis virus","KU729220.1","Sus scrofa","swine","swine",0.0168,0.00245,0.29928,0.004,0.01515,0.62335,0.01578,0.02318
"475","Alphacoronavirus","Transmissible gastroenteritis virus","KT696544.1","pig","swine","swine",0.02185,0.0029,0.144,0.0042,0.02165,0.75805,0.0151,0.03225
"476","Alphacoronavirus","Transmissible gastroenteritis virus","KP202848.1","Sus scrofa","swine","swine",0.011,0.00265,0.18388,0.0032,0.01487,0.74932,0.01437,0.02072
"477","Alphacoronavirus","Transmissible gastroenteritis virus","KC962433.1","Sus scrofa","swine","swine",0.0125,0.00365,0.19232,0.003,0.01612,0.73853,0.01367,0.02022
"478","Alphacoronavirus","Transmissible gastroenteritis virus","KC609371.1","pig","swine","swine",0.0117,0.00365,0.15523,0.00352,0.01032,0.78605,0.0109,0.01863
"479","Alphacoronavirus","Transmissible gastroenteritis virus","JQ693052.1","swine","swine","swine",0.02653,0.00493,0.28173,0.00537,0.0343,0.58457,0.02877,0.0338
"480","Alphacoronavirus","Transmissible gastroenteritis virus","JQ693051.1","swine","swine","swine",0.024,0.0054,0.3117,0.0077,0.02753,0.56653,0.02717,0.02997
"481","Alphacoronavirus","Transmissible gastroenteritis virus","JQ693050.1","swine","swine","swine",0.02472,0.00378,0.21375,0.00318,0.01317,0.6937,0.01948,0.02822
