"","genus","virus","accession","metadata_host","host_category","prediction","bird","camelid","carnivore","human","rodent","swine","yangochiroptera","yinpterochiroptera"
"328","Deltacoronavirus","Porcine coronavirus HKU15","KJ584358.1","pig","swine","swine",0.00075,0,0,0,0,0.999,0.00025,0
"329","Deltacoronavirus","Porcine coronavirus HKU15","KJ584357.1","pig","swine","swine",0.001,0,0,0,0,0.998,0.001,0
"330","Deltacoronavirus","Porcine coronavirus HKU15","KJ584356.1","pig","swine","swine",5e-04,0,0,0,0,0.9995,0,0
"331","Deltacoronavirus","Porcine coronavirus HKU15","KJ584355.1","pig","swine","swine",0.00075,0,0,0,0,0.999,0.00025,0
"332","Deltacoronavirus","Porcine coronavirus HKU15","KJ569769.1","pig","swine","swine",0,0,0,0,0,0.99927,0.00073,0
"333","Deltacoronavirus","Porcine deltacoronavirus","LC260045.1","Sus scrofa domesticus","swine","swine",0.0368,0.001,0.00265,0,0.00045,0.94423,0.01048,0.00438
"334","Deltacoronavirus","Porcine deltacoronavirus","MF642325.1","Tibetan pig","swine","swine",0.25193,6e-04,0.00702,4e-04,0.00498,0.66448,0.04578,0.0248
"335","Deltacoronavirus","Porcine deltacoronavirus","KY513725.1","pig","swine","swine",0.11292,2e-04,0.00768,0,0.00025,0.84825,0.01353,0.01717
"336","Deltacoronavirus","Porcine deltacoronavirus","KR265848.1","pig","swine","swine",0.0032,0,0.001,0,0,0.9938,0.0015,5e-04
"337","Deltacoronavirus","Porcine deltacoronavirus","MH025763.1","swine","swine","swine",0.08602,0,0.00135,0,2e-04,0.88883,0.01425,0.00935
"338","Deltacoronavirus","Porcine deltacoronavirus","KR265851.1","pig","swine","swine",2e-04,0,0,0,0,0.9998,0,0
"339","Deltacoronavirus","Porcine deltacoronavirus","LC260044.1","Sus scrofa domesticus","swine","swine",0.00367,0,0,0,0,0.99307,0.0022,0.00107
"340","Deltacoronavirus","Porcine deltacoronavirus","KR265855.1","pig","swine","swine",0.05257,0,0.00175,0,0.001,0.92507,0.01783,0.00178
"341","Deltacoronavirus","Porcine deltacoronavirus","KR265863.1","pig","swine","swine",0.004,0,0.00033,0,0,0.99265,2e-04,0.00282
"342","Deltacoronavirus","Porcine deltacoronavirus","KX022603.1","pig","swine","swine",0.00937,0,0.00335,0,5e-04,0.98168,0.003,0.0021
"343","Deltacoronavirus","Porcine deltacoronavirus","KP757891.1","pig","swine","swine",0.1209,5e-04,0.0036,0,0.0016,0.85315,0.01368,0.00657
"344","Deltacoronavirus","Porcine deltacoronavirus","KX834351.1","piglet","swine","swine",0.18708,0.00175,0.008,0,0.0055,0.75765,0.02885,0.01117
"345","Deltacoronavirus","Porcine deltacoronavirus","KY363868.1","swine","swine","swine",0.08155,0.001,0.00233,0,0.0012,0.88963,0.01702,0.00727
"346","Deltacoronavirus","Porcine deltacoronavirus","LC260043.1","Sus scrofa domesticus","swine","swine",0.011,0,0.00085,0,0,0.9821,0.00365,0.0024
"347","Deltacoronavirus","Porcine deltacoronavirus","MH025764.1","swine","swine","swine",0.07563,0,0.00518,0,8e-04,0.89008,0.01842,0.00988
"348","Deltacoronavirus","Porcine deltacoronavirus","KR265849.1","pig","swine","swine",0.0054,0,0.00093,0,6e-04,0.98785,0.0012,0.00402
"349","Deltacoronavirus","Porcine deltacoronavirus","KR265860.1","pig","swine","swine",0.0053,0,0,0,0,0.9925,0.002,2e-04
"350","Deltacoronavirus","Porcine deltacoronavirus","LC260042.1","Sus scrofa domesticus","swine","swine",0.0012,0,0,0,6e-04,0.9982,0,0
"351","Deltacoronavirus","Porcine deltacoronavirus","KY293678.1","piglet","swine","swine",0.04742,0,0.00083,0,0.001,0.93412,0.011,0.00563
"352","Deltacoronavirus","Porcine deltacoronavirus","MF041982.1","pig","swine","swine",0.09682,0,0.00527,0,0,0.8756,0.01058,0.01173
"353","Deltacoronavirus","Porcine deltacoronavirus 8734/USA-IA/2014","KJ567050.1","pig","swine","swine",0.001,0,0,0,0,0.999,0,0
"354","Deltacoronavirus","Porcine deltacoronavirus KNU14-04","KM820765.1","pig","swine","swine",0.00167,0,0,0,0,0.99833,0,0
"355","Alphacoronavirus","Porcine epidemic diarrhea virus","KM089829.1","Sus scrofa","swine","yangochiroptera",0.0149,0.01295,0.0197,0.001,0.0294,0.02672,0.74935,0.14598
"356","Alphacoronavirus","Porcine epidemic diarrhea virus","MG334555.1","Sus scrofa","swine","yangochiroptera",0.01722,0.04537,0.01113,0.002,0.0225,0.0207,0.7938,0.08728
"357","Alphacoronavirus","Porcine epidemic diarrhea virus","MK841494.1","porcine","swine","yangochiroptera",0.01505,0.03237,0.00893,0.002,0.0258,0.02402,0.80793,0.0839
"358","Alphacoronavirus","Porcine epidemic diarrhea virus","MF281416.1","porcine","swine","yangochiroptera",0.01872,0.03637,0.00695,0.001,0.02715,0.0267,0.79492,0.0882
"359","Alphacoronavirus","Porcine epidemic diarrhea virus","KR265846.1","pig","swine","yangochiroptera",0.01557,0.03667,0.00828,0.002,0.03615,0.02137,0.79017,0.0898
"360","Alphacoronavirus","Porcine epidemic diarrhea virus","KJ645693.1","porcine","swine","yangochiroptera",0.01617,0.03867,0.00888,0.002,0.02248,0.01837,0.80655,0.08688
"361","Alphacoronavirus","Porcine epidemic diarrhea virus","MH726407.1","Sus scrofa","swine","yangochiroptera",0.01678,0.0375,0.01098,0.002,0.10223,0.02197,0.70057,0.10797
"362","Alphacoronavirus","Porcine epidemic diarrhea virus","KR265794.1","pig","swine","yangochiroptera",0.01523,0.03967,0.00778,0.002,0.03565,0.02437,0.78617,0.08913
"363","Alphacoronavirus","Porcine epidemic diarrhea virus","KU982981.1","pig","swine","yangochiroptera",0.0161,0.0402,0.01528,0.002,0.02855,0.0221,0.76087,0.1149
"364","Alphacoronavirus","Porcine epidemic diarrhea virus","KR265778.1","pig","swine","yangochiroptera",0.0169,0.03467,0.00853,0.002,0.02415,0.01837,0.80683,0.08855
"365","Alphacoronavirus","Porcine epidemic diarrhea virus","KJ645639.1","porcine","swine","yangochiroptera",0.01533,0.04417,0.00872,0.002,0.03673,0.02187,0.78297,0.08822
"366","Alphacoronavirus","Porcine epidemic diarrhea virus","LC063830.1","Sus scrofa domesticus","swine","yangochiroptera",0.0174,0.03867,0.00953,0.002,0.02515,0.01937,0.80475,0.08313
"367","Alphacoronavirus","Porcine epidemic diarrhea virus","JN825712.1","pig","swine","yangochiroptera",0.01622,0.04237,0.01272,0.002,0.02847,0.02735,0.78908,0.0818
"368","Alphacoronavirus","Porcine epidemic diarrhea virus","KR265770.1","pig","swine","yangochiroptera",0.0189,0.03367,0.00828,0.002,0.02348,0.01937,0.8026,0.0917
"369","Alphacoronavirus","Porcine epidemic diarrhea virus","JX188454.1","pig","swine","yangochiroptera",0.01315,0.03287,0.01338,0.002,0.03482,0.02335,0.78837,0.09207
"370","Alphacoronavirus","Porcine epidemic diarrhea virus","KR265760.1","pig","swine","yangochiroptera",0.01997,0.03787,0.00778,0.002,0.02273,0.0197,0.79095,0.099
"371","Alphacoronavirus","Porcine epidemic diarrhea virus","MH726388.1","Sus scrofa","swine","yangochiroptera",0.01407,0.01695,0.0177,0.001,0.03163,0.02945,0.74612,0.14308
"372","Alphacoronavirus","Porcine epidemic diarrhea virus","MH581489.1","porcine","swine","yangochiroptera",0.01882,0.04237,0.01387,0.002,0.0538,0.02748,0.76803,0.07363
"373","Alphacoronavirus","Porcine epidemic diarrhea virus","MH004420.1","swine","swine","yangochiroptera",0.01632,0.02867,0.01083,0.002,0.02745,0.02087,0.79898,0.09488
"374","Alphacoronavirus","Porcine epidemic diarrhea virus","KR265842.1","pig","swine","yangochiroptera",0.01497,0.03367,0.00953,0.002,0.02892,0.0207,0.79475,0.09547
"375","Betacoronavirus","Porcine hemagglutinating encephalomyelitis virus","MF083115.1","Sus scrofa","swine","camelid",0.06508,0.33312,0.12118,0.29188,0.06793,0.00512,0.07828,0.0374
"376","Betacoronavirus","Porcine hemagglutinating encephalomyelitis virus","KY994645.1","piglet","swine","camelid",0.06468,0.3419,0.12238,0.28637,0.06643,0.00512,0.07633,0.03678
"377","Betacoronavirus","Porcine hemagglutinating encephalomyelitis virus","KY419113.1","Sus scrofa scrofa","swine","camelid",0.0392,0.45422,0.09222,0.27843,0.0376,0.00367,0.0649,0.02977
"378","Betacoronavirus","Porcine hemagglutinating encephalomyelitis virus","KY419112.1","Sus scrofa scrofa","swine","camelid",0.05278,0.35295,0.07082,0.35283,0.04222,0.00712,0.08093,0.04035
"379","Betacoronavirus","Porcine hemagglutinating encephalomyelitis virus","KY419111.1","Sus scrofa scrofa","swine","camelid",0.0408,0.45262,0.09222,0.27943,0.0366,0.00367,0.0639,0.03077
"380","Betacoronavirus","Porcine hemagglutinating encephalomyelitis virus","KY419110.1","Sus scrofa scrofa","swine","human",0.05518,0.3376,0.07468,0.35933,0.04022,0.00712,0.08567,0.0402
"381","Betacoronavirus","Porcine hemagglutinating encephalomyelitis virus","KY419109.1","Sus scrofa scrofa","swine","camelid",0.0408,0.45262,0.09222,0.27943,0.0366,0.00367,0.0639,0.03077
"382","Betacoronavirus","Porcine hemagglutinating encephalomyelitis virus","KY419107.1","Sus scrofa scrofa","swine","camelid",0.0408,0.45262,0.09222,0.27943,0.0366,0.00367,0.0639,0.03077
"383","Betacoronavirus","Porcine hemagglutinating encephalomyelitis virus","KY419106.1","Sus scrofa scrofa","swine","camelid",0.03818,0.4619,0.07728,0.29345,0.0408,0.002,0.05948,0.0269
"384","Betacoronavirus","Porcine hemagglutinating encephalomyelitis virus","KY419105.1","Sus scrofa scrofa","swine","camelid",0.05573,0.35515,0.07193,0.34883,0.04122,0.00712,0.08135,0.03867
"385","Betacoronavirus","Porcine hemagglutinating encephalomyelitis virus","KY419104.1","Sus scrofa scrofa","swine","human",0.05273,0.35095,0.07047,0.35108,0.04222,0.00712,0.08468,0.04075
"386","Betacoronavirus","Porcine hemagglutinating encephalomyelitis virus","KY419103.1","Sus scrofa scrofa","swine","human",0.04027,0.29755,0.09818,0.40743,0.035,0.00417,0.07722,0.04018
"387","Alphacoronavirus","Porcine respiratory coronavirus","KR270796.1","pig","swine","swine",0.02052,0.0047,0.17065,0.00825,0.00683,0.71458,0.03393,0.04053
"388","Alphacoronavirus","PRCV ISU-1","DQ811787.1","pig","swine","swine",0.01453,0.00245,0.2932,2e-04,0.003,0.64082,0.0187,0.0271
"389","Alphacoronavirus","Rhinolophus bat coronavirus HKU2","MF370205.1","swine","swine","yinpterochiroptera",0.02832,0.03393,0.01693,0.0015,0.01475,0.02007,0.14727,0.73723
"390","Deltacoronavirus","Swine deltacoronavirus OhioCVM1/2014","KJ769231.1","swine","swine","swine",0.002,0,0,0,0,0.9975,5e-04,0
"391","Alphacoronavirus","Swine enteric coronavirus","NC_028806.1","pig","swine","carnivore",0.01887,0.0313,0.38635,0.01022,0.00622,0.37952,0.0737,0.09383
"392","Alphacoronavirus","Swine enteric coronavirus","KR061459.1","pig","swine","carnivore",0.01887,0.0313,0.38635,0.01022,0.00622,0.37952,0.0737,0.09383
"393","Alphacoronavirus","TGEV Miller M6","DQ811785.1","pig","swine","swine",0.0013,0.00133,0.0671,0,0.00092,0.92027,0.00395,0.00513
"394","Alphacoronavirus","TGEV Miller M60","DQ811786.2","porcine","swine","swine",0.00358,0.003,0.206,0.004,0.00245,0.74927,0.01327,0.01843
"395","Alphacoronavirus","TGEV Purdue P115","DQ811788.1","pig","swine","swine",2e-04,0,0.0222,5e-04,0.00033,0.96882,0.001,0.00695
"396","Alphacoronavirus","TGEV virulent Purdue","DQ811789.2","porcine","swine","swine",0.001,0,0.02868,0,0,0.96702,5e-04,0.0028
"397","Alphacoronavirus","Transmissible gastroenteritis virus","KX499468.1","porcine","swine","swine",0.00942,0.001,0.07477,0,0,0.88665,0.00892,0.01925
"398","Alphacoronavirus","Transmissible gastroenteritis virus","DQ201447.1","pig","swine","swine",0.00095,0.001,0.11947,0,0.00087,0.86428,0.00588,0.00755
"399","Alphacoronavirus","Transmissible gastroenteritis virus","HQ462571.1","Sus scrofa","swine","swine",0.00425,0,0.0396,0,0,0.9403,0.0065,0.00935
"400","Alphacoronavirus","Transmissible gastroenteritis virus","KU729220.1","Sus scrofa","swine","swine",0.00598,0,0.07188,0,0,0.90878,0.00607,0.00728
"401","Alphacoronavirus","Transmissible gastroenteritis virus","KT696544.1","pig","swine","swine",0.00145,0,0.06537,0,0.00087,0.91958,0.00615,0.00658
"402","Alphacoronavirus","Transmissible gastroenteritis virus","KP202848.1","Sus scrofa","swine","swine",0.00475,0,0.07448,0,0,0.90392,0.00598,0.01087
"403","Alphacoronavirus","Transmissible gastroenteritis virus","KC962433.1","Sus scrofa","swine","swine",0.00505,0,0.04875,0,0,0.92688,0.00825,0.01107
"404","Alphacoronavirus","Alphacoronavirus Bat-CoV/P.kuhlii/Italy/206645-41/2011","MH938448.1","Pipistrellus kuhlii","yangochiroptera","yangochiroptera",0.07749,0.01611,0.01572,0.00131,0.01906,0.23657,0.56098,0.07276
"405","Alphacoronavirus","Alphacoronavirus Bat-CoV/P.kuhlii/Italy/206679-3/2010","MH938450.1","Pipistrellus kuhlii","yangochiroptera","yangochiroptera",0.02248,0.03073,0.03593,0.01167,0.0085,0.04738,0.69148,0.15182
"406","Alphacoronavirus","Alphacoronavirus Bat-CoV/P.kuhlii/Italy/3398-19/2015","NC_046964.1","Pipistrellus kuhlii","yangochiroptera","yangochiroptera",0.03183,0.018,0.01762,0.02918,0.00585,0.04393,0.70767,0.14592
"407","Alphacoronavirus","Alphacoronavirus Bat-CoV/P.kuhlii/Italy/3398-19/2015","MH938449.1","Pipistrellus kuhlii","yangochiroptera","yangochiroptera",0.03183,0.018,0.01762,0.02918,0.00585,0.04393,0.70767,0.14592
"408","Alphacoronavirus","Bat alphacoronavirus","MN065811.1","Myotis brandtii","yangochiroptera","yangochiroptera",0.06495,0.01283,0.01953,0.00433,0.10838,0.18328,0.47038,0.1363
"409","unclassified","Bat coronavirus","KY770851.1","Myotis davidii","yangochiroptera","yangochiroptera",0.04127,0.0138,0.04192,0.004,0.08027,0.107,0.5231,0.18865
"410","unclassified","Bat coronavirus","KY770850.1","Myotis siligorensis","yangochiroptera","yangochiroptera",0.04265,0.0144,0.03585,0.002,0.06792,0.10997,0.52425,0.20297
"411","unclassified","Bat coronavirus","LC469308.1","Vespertilio sinensis","yangochiroptera","yangochiroptera",0.0835,0.0355,0.0229,0.00293,0.064,0.10672,0.57102,0.11343
"412","unclassified","Bat coronavirus","NC_034440.1","Pipistrellus cf. hesperidus; specimen voucher: OTBA03-20130220","yangochiroptera","yangochiroptera",0.03455,0.2052,0.01043,0.00415,0.04743,0.11112,0.49787,0.08925
"413","unclassified","Bat coronavirus","KX574227.1","Pipistrellus cf. hesperidus; specimen voucher: OTBA03-20130220","yangochiroptera","yangochiroptera",0.03455,0.2052,0.01043,0.00415,0.04743,0.11112,0.49787,0.08925
"414","unclassified","Bat coronavirus","KU182965.1","Myotis daubentonii","yangochiroptera","yangochiroptera",0.19987,0.0318,0.0546,0.03662,0.00832,0.0224,0.5443,0.1021
"415","unclassified","Bat coronavirus","KY770860.1","Rhinolophus ferrumequinum","yinpterochiroptera","yinpterochiroptera",0.02528,0.01018,0.02983,0.00193,2e-04,0.0184,0.08605,0.82812
"416","unclassified","Bat coronavirus","KY770859.1","Rhinolophus sinicus","yinpterochiroptera","yinpterochiroptera",0.01368,0.00245,0.01327,0.001,4e-04,0.0078,0.11512,0.84628
"417","unclassified","Bat coronavirus","KY770858.1","Rhinolophus sinicus","yinpterochiroptera","yinpterochiroptera",0.01235,0.00045,0.01277,0.001,4e-04,0.0088,0.11323,0.851
"418","unclassified","Bat coronavirus","MK492263.1","Cynopterus brachyotis","yinpterochiroptera","yinpterochiroptera",0.22932,0.03542,0.17027,0.06233,0.00885,0.01795,0.17882,0.29705
"419","unclassified","Bat coronavirus","KY938558.1","Rhinolophus ferrumequinum","yinpterochiroptera","yinpterochiroptera",0.01822,0.002,0.05412,0.001,0,0.00747,0.04803,0.86917
"420","unclassified","Bat coronavirus","KU182964.1","Rhinolophus ferrumequinum","yinpterochiroptera","yinpterochiroptera",0.0109,0,0.04452,0.001,0.00075,0.00447,0.04737,0.891
"421","Alphacoronavirus","Bat coronavirus CDPHE15/USA/2006","NC_022103.1","Myotis lucifugus","yangochiroptera","yangochiroptera",0.04838,0.041,0.02347,0.0069,0.02742,0.08722,0.55853,0.20708
"422","Alphacoronavirus","Bat coronavirus CDPHE15/USA/2006","KF430219.1","Myotis lucifugus","yangochiroptera","yangochiroptera",0.04838,0.041,0.02347,0.0069,0.02742,0.08722,0.55853,0.20708
"423","Betacoronavirus","Bat coronavirus Cp/Yunnan2011","JX993988.1","Chaerephon plicata","yangochiroptera","yinpterochiroptera",0,0.00117,0.0219,0.004,0,0.00365,0.00823,0.96105
"424","Alphacoronavirus","BtMf-AlphaCoV/AH2011","KJ473795.1","Miniopterus fuliginosus","yangochiroptera","yangochiroptera",0.0163,0.08797,0.02818,0.08673,0.00412,0.03978,0.61758,0.11933
"425","Alphacoronavirus","BtMf-AlphaCoV/FJ2012","KJ473799.1","Miniopterus fuliginosus","yangochiroptera","yangochiroptera",0.0096,0.00625,0.00398,0,0.01158,0.0608,0.88393,0.02385
"426","Alphacoronavirus","BtMf-AlphaCoV/GD2012","KJ473797.1","Miniopterus fuliginosus","yangochiroptera","yangochiroptera",0.05097,0.01733,0.0024,0.00383,0.03668,0.0697,0.74287,0.07622
"427","Alphacoronavirus","BtMf-AlphaCoV/HeN2013","KJ473800.1","Miniopterus fuliginosus","yangochiroptera","yangochiroptera",0.02253,0.01352,0.0021,0.00207,0.02597,0.05462,0.84173,0.03747
"428","Alphacoronavirus","BtMf-AlphaCoV/HuB2013","KJ473798.1","Miniopterus fuliginosus","yangochiroptera","yangochiroptera",0.02877,0.0044,0.0044,0.0012,0.02302,0.11102,0.78528,0.04192
"429","Alphacoronavirus","BtMf-AlphaCoV/JX2012","KJ473796.1","Miniopterus fuliginosus","yangochiroptera","yangochiroptera",0.02763,0.06678,0.02268,0.08215,0.00925,0.03898,0.61297,0.13955
"430","Alphacoronavirus","BtMr-AlphaCoV/SAX2011","NC_028811.1","Myotis ricketti","yangochiroptera","yangochiroptera",0.06432,0.02762,0.09184,0.00499,0.05841,0.14172,0.38881,0.22229
"431","Alphacoronavirus","BtMr-AlphaCoV/SAX2011","KJ473806.1","Myotis ricketti","yangochiroptera","yangochiroptera",0.06432,0.02762,0.09184,0.00499,0.05841,0.14172,0.38881,0.22229
"432","Alphacoronavirus","BtMs-AlphaCoV/GS2013","KJ473810.1","Myotis","yangochiroptera","yinpterochiroptera",0.03285,0.06148,0.14305,0.02652,0.0027,0.04953,0.117,0.56687
"433","Alphacoronavirus","BtNv-AlphaCoV/SC2013","NC_028833.1","Nyctalus velutinus","yangochiroptera","yangochiroptera",0.03145,0.02048,0.01987,0.01243,0.01868,0.10568,0.58305,0.20835
"434","Alphacoronavirus","BtNv-AlphaCoV/SC2013","KJ473809.1","Nyctalus velutinus","yangochiroptera","yangochiroptera",0.03145,0.02048,0.01987,0.01243,0.01868,0.10568,0.58305,0.20835
"435","Betacoronavirus","BtPa-BetaCoV/GD2013","KJ473820.1","Pipistrellus abramus","yangochiroptera","yangochiroptera",0.13163,0.02077,0.04987,0.00415,0.0511,0.03703,0.57963,0.12582
"436","Betacoronavirus","BtTp-BetaCoV/GX2012","KJ473822.1","Tylonycteris pachypus","yangochiroptera","yangochiroptera",0.13008,0.05365,0.0482,0.10458,0.01183,0.02237,0.50997,0.11932
"437","Betacoronavirus","BtVs-BetaCoV/SC2013","KJ473821.1","Vespertilio superans","yangochiroptera","yangochiroptera",0.07322,0.02487,0.00755,0.001,0.046,0.14472,0.6229,0.07975
"438","Alphacoronavirus","Coronavirus BtSk-AlphaCoV/GX2018A","MK211369.1","Scotophilus kuhlii","yangochiroptera","yangochiroptera",0.01772,0.01392,0.0339,0.00925,0.00547,0.02205,0.82545,0.07225
"439","Alphacoronavirus","Coronavirus BtSk-AlphaCoV/GX2018B","MK211370.1","Scotophilus kuhlii","yangochiroptera","yangochiroptera",0.01267,0.03383,0.03142,0.01133,0.006,0.02432,0.80892,0.07152
"440","Alphacoronavirus","Coronavirus BtSk-AlphaCoV/GX2018C","MK211371.1","Scotophilus kuhlii","yangochiroptera","yangochiroptera",0.0157,0.03067,0.03263,0.01968,0.00687,0.01992,0.81568,0.05885
"441","Alphacoronavirus","Coronavirus BtSk-AlphaCoV/GX2018D","MK211372.1","Scotophilus kuhlii","yangochiroptera","yangochiroptera",0.01467,0.02823,0.05347,0.02045,0.01337,0.0197,0.72795,0.12217
"442","Betacoronavirus","Coronavirus Neoromicia/PML-PHE1/RSA/2011","KC869678.4","Neoromicia capensis","yangochiroptera","yangochiroptera",0.066,0.18632,0.02523,0.00675,0.01128,0.03755,0.57575,0.09112
"443","unclassified","Hypsugo bat coronavirus HKU25","KX442565.1","Hypsugo pulveratus","yangochiroptera","yangochiroptera",0.12168,0.09362,0.08247,0.00095,0.01148,0.07308,0.39025,0.22647
"444","unclassified","Hypsugo bat coronavirus HKU25","KX442564.1","Hypsugo pulveratus","yangochiroptera","yangochiroptera",0.13938,0.06223,0.07583,7e-04,0.01665,0.13398,0.36692,0.2043
"445","Alphacoronavirus","Miniopterus pusillus bat coronavirus HKU8-related","MN611518.1","Miniopterus pusillus","yangochiroptera","yangochiroptera",0.0312,0.02818,0.007,0.0068,0.0439,0.10307,0.71905,0.0608
"446","Alphacoronavirus","Miniopterus schreibersii bat coronavirus 1-related","MN611524.1","Miniopterus schreibersii","yangochiroptera","yangochiroptera",0.0302,0.08912,0.02625,0.0533,0.0061,0.04992,0.61035,0.13477
"447","Alphacoronavirus","Myotis lucifugus coronavirus","KY799179.1","Myotis lucifugus","yangochiroptera","yangochiroptera",0.06563,0.0461,0.02718,0.00715,0.01755,0.08447,0.54617,0.20575
"448","Betacoronavirus","Pipistrellus abramus bat coronavirus HKU5-related","MN611520.1","Pipistrellus abramus","yangochiroptera","yangochiroptera",0.1031,0.03312,0.05308,0.00203,0.04685,0.04108,0.60075,0.11998
"449","Alphacoronavirus","Scotophilus kuhlii bat coronavirus 512-related","MN611521.1","Scotophilus kuhlii","yangochiroptera","yangochiroptera",0.03352,0.05492,0.06545,0.00987,0.02188,0.03022,0.62023,0.16392
"450","Alphacoronavirus","Tylonycteris bat coronavirus HKU33","MK720944.1","Tylonycteris robustula","yangochiroptera","human",0.06478,0.0533,0.08593,0.46937,0.00373,0.06027,0.14525,0.11737
"451","Betacoronavirus","Tylonycteris pachypus bat coronavirus HKU4-related","MN611519.1","Tylonycteris pachypus","yangochiroptera","yangochiroptera",0.1614,0.03507,0.04828,0.05845,0.00912,0.02173,0.53497,0.13098
"452","Alphacoronavirus","229E-related bat coronavirus","KY073748.1","Hipposideros vittatus","yinpterochiroptera","yangochiroptera",0.02485,0.26603,0.09933,0.05725,0.00623,0.0383,0.2814,0.2266
"453","Alphacoronavirus","229E-related bat coronavirus","KY073747.1","Hipposideros","yinpterochiroptera","yinpterochiroptera",0.06028,0.19225,0.13098,0.18662,0.0033,0.0295,0.18535,0.21172
"454","unclassified","Bat coronavirus BM48-31/BGR/2008","NC_014470.1","Rhinolophus blasii","yinpterochiroptera","yinpterochiroptera",0.0502,0.0387,0.14738,0.00445,0.00935,0.03525,0.26902,0.44565
"455","unclassified","Bat coronavirus BM48-31/BGR/2008","GU190215.1","Rhinolophus blasii","yinpterochiroptera","yinpterochiroptera",0.0502,0.0387,0.14738,0.00445,0.00935,0.03525,0.26902,0.44565
"456","Betacoronavirus","Bat coronavirus RaTG13","MN996532.1","Rhinolophus affinis","yinpterochiroptera","yinpterochiroptera",0.1577,0.01403,0.20093,0.0239,0,0.09115,0.07392,0.43837
"457","Betacoronavirus","Bat coronavirus Rp/Shaanxi2011","JX993987.1","Rhinolophus pusillus","yinpterochiroptera","yinpterochiroptera",0.02453,0.0084,0.12368,0.001,0.00453,0.0151,0.07528,0.74747
"458","Betacoronavirus","Bat Hp-betacoronavirus/Zhejiang2013","NC_025217.1","Hipposideros pratti","yinpterochiroptera","yinpterochiroptera",0.12037,0.019,0.24862,0.0025,0.04353,0.01495,0.17317,0.37787
"459","Betacoronavirus","Bat Hp-betacoronavirus/Zhejiang2013","KF636752.1","Hipposideros pratti","yinpterochiroptera","yinpterochiroptera",0.12037,0.019,0.24862,0.0025,0.04353,0.01495,0.17317,0.37787
"460","Betacoronavirus","Bat SARS CoV Rf1/2004","DQ412042.1","Rhinolophus ferrumequinum","yinpterochiroptera","yinpterochiroptera",0.00893,0.002,0.06137,0.002,2e-04,0.0044,0.01793,0.90317
"461","Betacoronavirus","Bat SARS CoV Rm1/2004","DQ412043.1","Rhinolophus macrotis","yinpterochiroptera","yinpterochiroptera",0.01917,0.0065,0.07733,0.00025,0.00403,0.0079,0.04305,0.84177
"462","Betacoronavirus","Bat SARS-like coronavirus","MG772934.1","Rhinolophus sinicus","yinpterochiroptera","yinpterochiroptera",0.13235,0.00283,0.31187,0.00285,0.00075,0.02857,0.04943,0.47135
"463","Betacoronavirus","Bat SARS-like coronavirus","MG772933.1","Rhinolophus sinicus","yinpterochiroptera","yinpterochiroptera",0.1558,0.00758,0.29903,0.00285,0,0.02735,0.06192,0.44547
"464","Betacoronavirus","Bat SARS-like coronavirus","KY417152.1","Rhinolophus sinicus","yinpterochiroptera","yinpterochiroptera",0.00535,0.0012,0.02407,0,0,0.001,0.01207,0.95632
"465","Betacoronavirus","Bat SARS-like coronavirus","KY417151.1","Rhinolophus sinicus","yinpterochiroptera","yinpterochiroptera",0.01868,0.0092,0.13873,0,0.00265,0.0022,0.03458,0.79395
"466","Betacoronavirus","Bat SARS-like coronavirus","KY417150.1","Rhinolophus sinicus","yinpterochiroptera","yinpterochiroptera",0.00933,0,0.05162,0,0.0015,0.00167,0.02598,0.9099
"467","Betacoronavirus","Bat SARS-like coronavirus","KY417149.1","Rhinolophus sinicus","yinpterochiroptera","yinpterochiroptera",0.01003,0,0.1177,0.0024,0.001,0.00233,0.02855,0.83798
"468","Betacoronavirus","Bat SARS-like coronavirus","KY417148.1","Rhinolophus sinicus","yinpterochiroptera","yinpterochiroptera",0.00742,0.002,0.14267,4e-04,0.002,0.003,0.0221,0.82042
"469","Betacoronavirus","Bat SARS-like coronavirus","KY417147.1","Rhinolophus sinicus","yinpterochiroptera","yinpterochiroptera",0.00292,0.00303,0.05225,0.00533,0,0.00852,0.05703,0.87092
"470","Betacoronavirus","Bat SARS-like coronavirus","KY417146.1","Rhinolophus sinicus","yinpterochiroptera","yinpterochiroptera",0.00417,0,0.0891,0,0.001,0.001,0.02575,0.87898
"471","Betacoronavirus","Bat SARS-like coronavirus","KY417145.1","Rhinilophus ferrumequinum","yinpterochiroptera","yinpterochiroptera",0.013,0.00133,0.09255,0.001,0.001,0.00583,0.04557,0.83972
"472","Betacoronavirus","Bat SARS-like coronavirus","KY417144.1","Rhinolophus sinicus","yinpterochiroptera","yinpterochiroptera",0.01885,0,0.1354,0,0,0.0015,0.01215,0.8321
"473","Betacoronavirus","Bat SARS-like coronavirus","KY417143.1","Rhinolophus sinicus","yinpterochiroptera","yinpterochiroptera",0.0037,0.0012,0.0808,0,8e-04,0.00212,0.02097,0.89042
"474","Betacoronavirus","Bat SARS-like coronavirus","KY417142.1","Aselliscus stoliczkanus","yinpterochiroptera","yinpterochiroptera",0.00862,0.00363,0.08373,0.00593,0.0015,0.00905,0.04863,0.8389
"475","Betacoronavirus","Bat SARS-like coronavirus Rs3367","KC881006.1","Rhinolophus sinicus","yinpterochiroptera","yinpterochiroptera",0.00205,0,0.03675,0,0,0,0.0063,0.9549
