"","accessionversion","title","taxid","genus","childtaxa_name","createdate","complete","length","subname"
"2773","MT291826.1","lcl|MT291826.1_cds_QIU81765.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU81765.1] [location=21475..25296] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/CHN/Wuhan_IME-WH01/2019|Homo sapiens|SARS-CoV2|China: Wuhan|bronchoalveolar lavage fluid|2019-12-30|Beijing Institute of Micribiology and Epidemiology"
"2774","MT291827.1","lcl|MT291827.1_cds_QIU81777.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU81777.1] [location=21526..25347] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/CHN/Wuhan_IME-WH02/2019|Homo sapiens|SARS-CoV2|China: Wuhan|bronchoalveolar lavage fluid|2019-12-30|Beijing Institute of Micribiology and Epidemiology"
"2775","MT291828.1","lcl|MT291828.1_cds_QIU81789.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU81789.1] [location=21526..25347] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/CHN/Wuhan_IME-WH03/2019|Homo sapiens|SARS-CoV2|China: Wuhan|bronchoalveolar lavage fluid|2019-12-30|Beijing Institute of Micribiology and Epidemiology"
"2776","MT291829.1","lcl|MT291829.1_cds_QIU81801.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU81801.1] [location=21475..25296] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/CHN/Wuhan_IME-WH04/2019|Homo sapiens|SARS-CoV2|China: Wuhan|bronchoalveolar lavage fluid|2019-12-30|Beijing Institute of Micribiology and Epidemiology"
"2777","MT291830.1","lcl|MT291830.1_cds_QIU81813.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU81813.1] [location=21475..25296] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/CHN/Wuhan_IME-WH05/2019|Homo sapiens|SARS-CoV2|China: Wuhan|bronchoalveolar lavage fluid|2019-12-30|Beijing Institute of Micribiology and Epidemiology"
"2778","MT291831.1","lcl|MT291831.1_cds_QIU81825.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU81825.1] [location=21558..25379] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/CHN/Wuhan_IME-BJ01/2020|Homo sapiens|SARS-CoV2|China: Beijing|throat swab|2020-01-24|Beijing Institute of Micribiology and Epidemiology"
"2779","MT344961.1","lcl|MT344961.1_cds_QJA17728.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QJA17728.1] [location=21560..25381] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/16","whole_genome",3822,"SARS-CoV-2/human/USA/NV_0016/2020|Homo sapiens|SARS-CoV2|SARS-CoV-2|USA: NV|nasopharyngeal swab|2020-03-07|5' sequence is the primer sequence used"
"2780","MT344962.1","lcl|MT344962.1_cds_QJA17740.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QJA17740.1] [location=21560..25381] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/16","whole_genome",3822,"SARS-CoV-2/human/USA/MN_0101/2020|Homo sapiens|SARS-CoV2|SARS-CoV-2|USA: MN|nasopharyngeal swab|2020-03-07|5' sequence is the primer sequence used"
"2781","MT291834.1","lcl|MT291834.1_cds_QIU81861.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU81861.1] [location=21555..25376] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/CHN/Wuhan_IME-BJ04/2020|Homo sapiens|SARS-CoV2|China: Beijing|throat swab|2020-01-28|Beijing Institute of Micribiology and Epidemiology"
"2782","MT291835.1","lcl|MT291835.1_cds_QIU81873.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU81873.1] [location=21558..25379] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/CHN/Wuhan_IME-BJ05/2020|Homo sapiens|SARS-CoV2|China: Beijing|throat swab|2020-01-27|Beijing Institute of Micribiology and Epidemiology"
"2783","MT291836.1","lcl|MT291836.1_cds_QIU81885.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU81885.1] [location=21555..25376] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/CHN/Wuhan_IME-BJ07/2020|Homo sapiens|SARS-CoV2|China: Beijing|throat swab|2020-01-29|Beijing Institute of Micribiology and Epidemiology"
"2784","MT292569.1","lcl|MT292569.1_cds_QIU78707.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU78707.1] [location=21509..25330] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/ESP/Valencia13/2020|Homo sapiens|SARS-CoV2|Spain|nasopharyngeal exudate|2020-03-09"
"2785","MT246450.1","lcl|MT246450.1_cds_QIQ49772.1_2 [gene=S] [protein=surface glycoprotein] [protein_id=QIQ49772.1] [location=21532..25353] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/03/26","whole_genome",3822,"SARS-CoV-2/human/USA/WA-UW193/2020|Homo sapiens|SARS-CoV2|USA: WA|2020-03-13"
"2786","MT292571.1","lcl|MT292571.1_cds_QIU78731.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU78731.1] [location=21509..25330] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/ESP/Valencia12/2020|Homo sapiens|SARS-CoV2|Spain|nasopharyngeal exudate|2020-03-09"
"2787","MT292572.1","lcl|MT292572.1_cds_QIU78743.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU78743.1] [location=21509..25330] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/ESP/Valencia11/2020|Homo sapiens|SARS-CoV2|Spain|nasopharyngeal exudate|2020-03-10"
"2788","MT292573.1","lcl|MT292573.1_cds_QIU78755.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU78755.1] [location=21509..25330] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/ESP/Valencia14/2020|Homo sapiens|SARS-CoV2|Spain|nasopharyngeal exudate|2020-03-09"
"2789","MT292574.1","lcl|MT292574.1_cds_QIU78767.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU78767.1] [location=21509..25330] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/ESP/Valencia15/2020|Homo sapiens|SARS-CoV2|Spain|nasopharyngeal aspirate|2020-03-02"
"2790","MT292575.1","lcl|MT292575.1_cds_QIU78779.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU78779.1] [location=21509..25330] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/ESP/Valencia16/2020|Homo sapiens|SARS-CoV2|Spain|nasopharyngeal exudate|2020-03-10"
"2791","MT293156.1","lcl|MT293156.1_cds_QIU80925.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU80925.1] [location=21532..25353] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/USAWA-UW391/2020|Homo sapiens|SARS-CoV2|USA: WA|30-Mar-2020"
"2792","MT293158.1","lcl|MT293158.1_cds_QIU80949.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU80949.1] [location=21462..25283] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/USA/WA-UW-1271/2020|Homo sapiens|SARS-CoV2|USA: WA|2020-03-16"
"2793","MT293159.1","lcl|MT293159.1_cds_QIU80961.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU80961.1] [location=21552..25373] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/USA/WA-UW-1304/2020|Homo sapiens|SARS-CoV2|USA: WA|2020-03-16"
"2794","MT293160.1","lcl|MT293160.1_cds_QIU80973.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU80973.1] [location=21532..25353] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/USA/WA-UW-1315/2020|Homo sapiens|SARS-CoV2|USA: WA|2020-03-16"
"2795","MT293161.1","lcl|MT293161.1_cds_QIU80985.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU80985.1] [location=21527..25348] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/USA/WA-UW-1329/2020|Homo sapiens|SARS-CoV2|USA: WA|2020-03-16"
"2796","MT293162.1","lcl|MT293162.1_cds_QIU80997.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU80997.1] [location=21539..25360] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/USA/WA-UW-1302/2020|Homo sapiens|SARS-CoV2|USA: WA|2020-03-16"
"2797","MT293163.1","lcl|MT293163.1_cds_QIU81009.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU81009.1] [location=21306..25127] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/USAUNKNOWN-UW398/2020|Homo sapiens|SARS-CoV2|USA: WA|29-Mar-2020"
"2798","MT293164.1","lcl|MT293164.1_cds_QIU81021.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU81021.1] [location=21473..25294] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/USA/WA-UW-1287/2020|Homo sapiens|SARS-CoV2|USA: WA|2020-03-17"
"2799","MT293165.1","lcl|MT293165.1_cds_QIU81033.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU81033.1] [location=21532..25353] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/USA/WA-UW-1269/2020|Homo sapiens|SARS-CoV2|USA: WA|2020-03-17"
"2800","MT293166.1","lcl|MT293166.1_cds_QIU81045.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU81045.1] [location=21532..25353] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/USA/WA-UW-1320/2020|Homo sapiens|SARS-CoV2|USA: WA|2020-03-17"
"2801","MT293167.1","lcl|MT293167.1_cds_QIU81057.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU81057.1] [location=21456..25277] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/USA/WA-UW-1319/2020|Homo sapiens|SARS-CoV2|USA: WA|2020-03-17"
"2802","MT293168.1","lcl|MT293168.1_cds_QIU81069.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU81069.1] [location=21355..25176] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/USA/WA-UW-1308/2020|Homo sapiens|SARS-CoV2|USA: WA|2020-03-17"
"2803","MT293169.1","lcl|MT293169.1_cds_QIU81081.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU81081.1] [location=21489..25310] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/USA/WA-UW-1279/2020|Homo sapiens|SARS-CoV2|USA: WA|2020-03-17"
"2804","MT293170.1","lcl|MT293170.1_cds_QIU81093.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU81093.1] [location=21449..25270] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/USA/WA-UW-1327/2020|Homo sapiens|SARS-CoV2|USA: WA|2020-03-18"
"2805","MT293171.1","lcl|MT293171.1_cds_QIU81105.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU81105.1] [location=21516..25337] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/USA/WA-UW-1306/2020|Homo sapiens|SARS-CoV2|USA: WA|2020-03-17"
"2806","MT293172.1","lcl|MT293172.1_cds_QIU81117.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU81117.1] [location=21532..25353] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/USA/WA-UW-1309/2020|Homo sapiens|SARS-CoV2|USA: WA|2020-03-17"
"2807","MT293173.1","lcl|MT293173.1_cds_QIU81129.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU81129.1] [location=21476..25297] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/USAWA-UW408/2020|Homo sapiens|SARS-CoV2|USA: WA|30-Mar-2020"
"2808","MT345832.1","lcl|MT345832.1_cds_QJA16808.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QJA16808.1] [location=21540..25361] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/16","whole_genome",3822,"SARS-CoV-2/human/USA/WA-UW-2181/2020|Homo sapiens|SARS-CoV2|USA: WA|2020-03-25"
"2809","MT293175.1","lcl|MT293175.1_cds_QIU81153.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU81153.1] [location=21475..25296] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/USAWA-UW410/2020|Homo sapiens|SARS-CoV2|USA: WA|30-Mar-2020"
"2810","MT345834.1","lcl|MT345834.1_cds_QJA16832.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QJA16832.1] [location=21555..25376] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/16","whole_genome",3822,"SARS-CoV-2/human/USA/WA-UW-2240/2020|Homo sapiens|SARS-CoV2|USA: WA|2020-03-26"
"2811","MT293177.1","lcl|MT293177.1_cds_QIU81177.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU81177.1] [location=21532..25353] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/USA/UNKNOWN-UW-1403/2020|Homo sapiens|SARS-CoV2|USA|2020-03-16"
"2812","MT345836.1","lcl|MT345836.1_cds_QJA16856.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QJA16856.1] [location=21532..25353] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/16","whole_genome",3822,"SARS-CoV-2/human/USA/WA-UW-2228/2020|Homo sapiens|SARS-CoV2|USA: WA|2020-03-23"
"2813","MT293179.1","lcl|MT293179.1_cds_QIU81201.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU81201.1] [location=21524..25345] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/USA/WA-UW-1300/2020|Homo sapiens|SARS-CoV2|USA: WA|2020-03-17"
"2814","MT293180.1","lcl|MT293180.1_cds_QIU81213.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU81213.1] [location=21301..25122] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/USA/WA-UW-1268/2020|Homo sapiens|SARS-CoV2|USA: WA|2020-03-17"
"2815","MT293181.1","lcl|MT293181.1_cds_QIU81225.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU81225.1] [location=21531..25352] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/USA/WA-UW-1338/2020|Homo sapiens|SARS-CoV2|USA: WA|2020-03-18"
"2816","MT293182.1","lcl|MT293182.1_cds_QIU81237.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU81237.1] [location=21531..25352] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/USA/WA-UW-1353/2020|Homo sapiens|SARS-CoV2|USA: WA|2020-03-18"
"2817","MT293183.1","lcl|MT293183.1_cds_QIU81249.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU81249.1] [location=21532..25353] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/USA/WA-UW-1296/2020|Homo sapiens|SARS-CoV2|USA: WA|2020-03-18"
"2818","MT293184.1","lcl|MT293184.1_cds_QIU81261.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU81261.1] [location=21425..25246] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/USA/WA-UW-1297/2020|Homo sapiens|SARS-CoV2|USA: WA|2020-03-18"
"2819","MT293185.1","lcl|MT293185.1_cds_QIU81273.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU81273.1] [location=21304..25125] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/USACT-UW420/2020|Homo sapiens|SARS-CoV2|USA: WA|28-Mar-2020"
"2820","MT293186.1","lcl|MT293186.1_cds_QIU81285.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU81285.1] [location=21542..25363] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/USA/WA-UW-1314/2020|Homo sapiens|SARS-CoV2|USA: WA|2020-03-17"
"2821","MT293187.1","lcl|MT293187.1_cds_QIU81297.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU81297.1] [location=21531..25352] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/USA/WA-UW-1347/2020|Homo sapiens|SARS-CoV2|USA: WA|2020-03-17"
"2822","MT293188.1","lcl|MT293188.1_cds_QIU81309.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU81309.1] [location=21477..25298] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/USACT-UW423/2020|Homo sapiens|SARS-CoV2|USA: WA|28-Mar-2020"
"2823","MT293189.1","lcl|MT293189.1_cds_QIU81321.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU81321.1] [location=21532..25353] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/USA/WA-UW-1322/2020|Homo sapiens|SARS-CoV2|USA: WA|2020-03-18"
"2824","MT293190.1","lcl|MT293190.1_cds_QIU81333.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU81333.1] [location=21490..25311] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/USA/WA-UW-1334/2020|Homo sapiens|SARS-CoV2|USA: WA|2020-03-17"
"2825","MT293191.1","lcl|MT293191.1_cds_QIU81345.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU81345.1] [location=21372..25193] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/USA/WA-UW-1346/2020|Homo sapiens|SARS-CoV2|USA: WA|2020-03-17"
"2826","MT293192.1","lcl|MT293192.1_cds_QIU81357.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU81357.1] [location=21529..25350] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/USACT-UW427/2020|Homo sapiens|SARS-CoV2|USA: WA|28-Mar-2020"
"2827","MT293194.1","lcl|MT293194.1_cds_QIU81381.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU81381.1] [location=21304..25125] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/USA/WA-UW-1349/2020|Homo sapiens|SARS-CoV2|USA: WA|2020-03-18"
"2828","MT293195.1","lcl|MT293195.1_cds_QIU81393.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU81393.1] [location=21532..25353] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/USACT-UW430/2020|Homo sapiens|SARS-CoV2|USA: WA|28-Mar-2020"
"2829","MT293196.1","lcl|MT293196.1_cds_QIU81405.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU81405.1] [location=21553..25374] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/USA/WA-UW-1567/2020|Homo sapiens|SARS-CoV2|USA: WA|2020-03-19"
"2830","MT293197.1","lcl|MT293197.1_cds_QIU81417.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU81417.1] [location=21335..25156] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/USA/WA-UW-1593/2020|Homo sapiens|SARS-CoV2|USA: WA|2020-03-19"
"2831","MT345858.1","lcl|MT345858.1_cds_QJA17120.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QJA17120.1] [location=21532..25353] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/16","whole_genome",3822,"SARS-CoV-2/human/USA/ID-UW-2174/2020|Homo sapiens|SARS-CoV2|USA: ID|2020-03-23"
"2832","MT345859.1","lcl|MT345859.1_cds_QJA17132.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QJA17132.1] [location=21507..25328] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/16","whole_genome",3822,"SARS-CoV-2/human/USA/WA-UW-2215/2020|Homo sapiens|SARS-CoV2|USA: WA|2020-03-25"
"2833","MT345860.1","lcl|MT345860.1_cds_QJA17144.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QJA17144.1] [location=21447..25268] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/16","whole_genome",3822,"SARS-CoV-2/human/USA/WA-UW-2214/2020|Homo sapiens|SARS-CoV2|USA: WA|2020-03-25"
"2834","MT345861.1","lcl|MT345861.1_cds_QJA17156.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QJA17156.1] [location=21531..25352] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/16","whole_genome",3822,"SARS-CoV-2/human/USA/WA-UW-2212/2020|Homo sapiens|SARS-CoV2|USA: WA|2020-03-25"
"2835","MT293202.1","lcl|MT293202.1_cds_QIU81477.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU81477.1] [location=21532..25353] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/USA/WA-UW-1448/2020|Homo sapiens|SARS-CoV2|USA: WA|2020-03-19"
"2836","MT293204.1","lcl|MT293204.1_cds_QIU81501.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU81501.1] [location=21556..25377] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/USA/WA-UW-1446/2020|Homo sapiens|SARS-CoV2|USA: WA|2020-03-18"
"2837","MT293205.1","lcl|MT293205.1_cds_QIU81513.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU81513.1] [location=21532..25353] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/USA/WA-UW-1561/2020|Homo sapiens|SARS-CoV2|USA: WA|2020-03-19"
"2838","MT253701.1","lcl|MT253701.1_cds_QIQ68604.1_2 [gene=S] [protein=surface glycoprotein] [protein_id=QIQ68604.1] [location=21509..25330] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/03/27","whole_genome",3822,"SARS-CoV-2/human/CHN/HZ-48/2020|Homo sapiens|SARS-CoV2|China: Zhejiang, Hangzhou|sputum|2020-01-21"
"2839","MT293207.1","lcl|MT293207.1_cds_QIU81537.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU81537.1] [location=21532..25353] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/USA/WA-UW-1586/2020|Homo sapiens|SARS-CoV2|USA: WA|2020-03-19"
"2840","MT293208.1","lcl|MT293208.1_cds_QIU81549.1_3 [gene=S] [protein=surface glycoprotein] [protein_id=QIU81549.1] [location=21532..25353] [gbkey=CDS]","2697049","Betacoronavirus","Severe acute respiratory syndrome coronavirus 2","2020/04/06","whole_genome",3822,"SARS-CoV-2/human/USA/WA-UW-1587/2020|Homo sapiens|SARS-CoV2|USA: WA|2020-03-19"
